Name,Position,Years,Height,Weight,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Draft_Status
Tra-Deon Hollins,Guard,2,74,195,32,32.6406,12.9531,4.96875,6.32812,3.65625,0.328125,3.34375,2.70312,0
Tyler Cain,Forward,1,80,235,32,32.5625,14.6562,10.4375,2.375,1.5,3.03125,2.34375,2.625,0
Lazar Trifunovic,Forward,3,80,225,20,30.1875,12.6875,7.1875,1.9625,0.5875,0.1375,3.1125,2.0625,0
Robert Carter,Forward,3,81,235,22.5,26.4778,11.2222,7.25556,1.36667,0.766667,1.13333,1.88889,2.44444,0
Justin Cerasoli,Guard,3,77,190,18,25.0741,9.98148,2.7963,2.27778,1.48148,0.62963,2.40741,2.38889,0
Chris Colvin,Guard,2,74,185,29.5,23.6949,5.98305,2.89831,2.91525,0.983051,0.0677966,2.40678,2.11864,0
Troy Caupain,Guard,4,76,210,34.25,29.0219,9.61314,3.59854,3.75182,1.10949,0.240876,1.62044,1.44526,0
Edward Townsel,Guard,4,72,171,32.25,26.093,9.12403,3.11628,1.86047,1.34109,0.0465116,1.89922,2.11628,0
Dyricus Simms-Edwards,Guard,4,75,197,30.75,30.0407,10.2033,3.34959,2.73984,1.46341,0.195122,2.06504,1.69106,0
Willie Warren,Guard,2,76,203,27,31.7407,15.1296,2.68519,3.53704,1.07407,0.0555556,2.83333,2.2037,1
Jeremiah Wood,Forward,2,78,245,19.3333,26.3276,11.9138,7.7069,2.18966,1.06897,0.431034,2.41379,2.56897,0
Reggie Chambers,Guard,2,69,155,27.5,23.4182,9.12727,2.90909,3.38182,1.30909,0.0545455,3.09091,2.30909,0
Keifer Sykes,Guard,4,72,180,31.75,33.3622,16.5276,3.67717,4.07087,1.22047,0.0866142,2.25984,2.23622,0
Kevin Thomas,Guard,2,76,200,10.6667,25.9062,6.3125,2.53125,4.28125,0.90625,0,2.1875,2.1875,0
Kevin Thomas,Forward,2,80,215,29.5,30.1525,9.71186,7.49153,1.08475,1.13559,0.898305,2.81356,2.37288,0
Devon Agusi,Guard,1,72,170,15,27.6667,12.2,3.06667,2.33333,1.13333,0.0333333,3,2.8,0
Jio Fontan,Guard,5,72,175,18,32.5667,11.5889,2.07778,4.55556,0.911111,0.1,2.92222,2.64444,0
Marcus Morris,Forward,3,81,235,35.6667,24.0467,12.7477,6.19626,1.26168,0.906542,0.439252,1.57944,2.57009,1
Dominic James,Guard,3,71,185,29.6667,31.7978,12.8876,3.14607,4.79775,1.76404,0.213483,2.24719,2.11236,0
Torey Thomas,Guard,1,71,175,16,37.5312,13.5938,4.6875,4.6875,2.71875,0,3.78125,2.6875,0
Jakob Poeltl,Forward,2,84,230,35,26.9286,13.3,7.95714,1.32857,0.471429,1.7,1.84286,2.35714,1
Russ Smith,Guard,4,73,160,33.25,24.1654,14.3459,2.69925,2.84211,1.93233,0.0601504,2.37594,2.41353,1
McKenzie Moore,Guard,1,78,190,25,24.44,8.64,5.2,2.04,1.36,0.8,2.28,2.52,0
Rico Gathers,Forward,4,80,275,35.25,22.0496,8.56738,8.04255,0.326241,0.815603,0.680851,0.964539,2.41844,0
Lloyd Phillips,Guard,2,70,170,20,32.7833,10.1667,2.2,4.01667,1.53333,0.133333,2.5,1.58333,0
Mike Moore,Guard,2,77,200,21.6667,34.0615,17.3538,5,2.13846,1.33846,0.123077,2.30769,2.26154,0
Chaz Williams,Guard,4,69,175,27.2,34.3015,14.5441,3.90441,6.16176,1.85294,0.154412,3.22794,2.86765,0
Theron Wilson,Forward,2,77,190,33.5,30.6716,13.3284,6.77612,1.56716,1.62687,0.477612,2.19403,2.59701,0
Charles Futrell,Forward,1,78,205,13,37.4615,16.9231,7.53846,0.846154,1.5,0.846154,3.57692,2.69231,0
Darius Johnson-Odom,Guard,3,74,215,35,30.8381,15.7048,3.05714,2.49524,0.885714,0.161905,2.12381,2.25714,1
Tony Gallo,Point,0,71,190,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Jaron Jones,Guard,2,77,180,30.5,22.6885,10.1148,3.29508,1.13115,0.967213,0.229508,1.18033,2.11475,0
Nick Lindner,Guard,4,71,172,30.25,32.0496,12.4711,2.09917,4.29752,0.752066,0.0413223,2.24793,2.09091,0
Kevin Thompson,Forward,4,81,250,25.4,28.4488,11.4252,9.3622,1.35433,0.566929,1.29134,2.33071,2.81102,0
R.J. Evans,Guard,5,75,210,23.6,26.1864,10.4322,4.28814,1.9322,1.26271,0.245763,2.15254,2.30508,0
Will Daniels,Forward,2,80,220,30,28.8,18.0833,6.13333,1.33333,0.9,0.7,2.41667,2.85,0
Matt Tiby,Forward,3,80,230,32.6667,28.6837,13.5918,7.4898,1.94898,0.418367,0.326531,2.5,2.61224,0
Simuel Frazier,Guard,2,71,180,29,29.431,8.55172,2.82759,3.65517,1.2931,0.0517241,3.56897,2.27586,0
Alex Tucker,Guard,4,71,165,29.5,26.6017,6.18644,2.74576,4.42373,1,0.144068,2.25424,2.29661,0
Jarrett Allen,Forward,1,83,235,33,32.1515,13.3939,8.45455,0.787879,0.575758,1.54545,2.54545,2.06061,1
William Byrd,Forward,2,78,180,28.5,32.0351,12.5263,7.15789,1.40351,1.29825,2.50877,2.31579,2.21053,0
Ryan Nicholas,Forward,4,79,245,29.75,25.1765,10.4034,6.9916,0.94958,0.495798,0.218487,1.52101,2.52101,0
Moses Kingsley,Forward,4,82,230,34,19.8971,8.82353,5.65441,0.772059,0.647059,1.88235,1.26471,2.13235,0
Shaquille Boga,Guard,3,71,170,30.3333,25.3846,9.69231,2.57143,2.67033,1.31868,0.0659341,1.7033,1.67033,0
Marc Egerson,Guard,2,78,225,25.5,35.7843,14.2549,8.62745,2.82353,1.15686,0.117647,3.23529,2.2549,0
Devin Sweetney,Guard,4,78,200,19.8,33.2121,14.1818,7,1.76768,1.13131,0.373737,3.09091,2.44444,0
Shane Gibson,Guard,4,74,180,23.6,30.678,17.3983,3.72881,1.62712,1.31356,0.423729,2.67797,2.4322,0
Allen Crabbe,Guard,3,78,210,32.6667,34.7143,15.6837,5.70408,2.23469,0.857143,0.581633,1.85714,1.68367,1
Kendall Williams,Guard,4,76,180,34.25,32.2409,13.2263,3.35036,4.50365,1.35766,0.116788,2.08759,1.66423,0
Ladaris Green,Forward,2,82,225,12.4,26.2742,8.1129,8.16129,1.25806,0.693548,1.70968,1.83871,2.91935,0
Paul Gause,Guard,3,71,188,23,26.6377,8.15942,3.63768,2.11594,2.82609,0.0869565,1.2029,2.86957,0
Antwan Carter,Center,4,78,225,29.25,27.6325,15.8803,8.44444,1.02564,0.863248,0.700855,2.05128,3.25641,0
Yassin Idbihi,Forward,1,82,260,8.33333,31.84,15.92,9.28,1.72,0.64,1.28,2.72,2.76,0
Ty Lawson,Guard,3,71,195,33,27.0707,13.0505,2.92929,5.76768,1.72727,0.10101,2.0505,2,1
Trent Wiedeman,Forward,4,80,255,24.8,27.0081,10.0968,6.64516,0.943548,0.66129,0.879032,1.62903,2.25806,0
Isiah Williams,Guard,2,73,190,31,32.0161,16.9194,2.70968,2.04839,0.66129,0.112903,2.08065,1.87097,0
Phil Martin,Guard,2,76,200,30,33.4167,15.85,5.28333,1.16667,0.566667,0.383333,2.43333,2.23333,0
Rian Pearson,Guard,4,76,190,26,28.2538,13.8,5.69231,1.47692,1.39231,0.207692,1.94615,1.94615,0
Jermaine Johnson,Forward,3,79,250,31,29.5376,10.1828,7.55914,1.12903,0.60215,0.580645,1.7957,2.89247,0
Babatunde Olumuwiya,Forward,1,79,210,30,24.4667,6.5,4.66667,0.7,0.433333,2.36667,1.8,1.73333,0
Marreese Speights,Forward,2,82,245,30,15.6167,9.21667,5.35,0.533333,0.35,0.9,1.08333,1.71667,1
Will Barton,Guard,2,78,175,35,32.9429,15.1714,6.45714,2.87143,1.48571,0.6,2.34286,2.2,1
Cameron Moore,Forward,4,82,230,28.25,23.823,9.38053,6.59292,0.707965,0.451327,1.21239,1.22124,1.63717,0
Pierce Hornung,Forward,4,77,210,30.75,24.5854,5.89431,6.49593,1.5122,1.26829,0.463415,1.08943,2.87805,0
Omar Strong,Guard,2,69,176,32,33.0312,15.0781,2.85938,1.84375,0.921875,0.03125,2.125,2.14062,0
Ashley Hamilton,Forward,5,79,210,22,26.7545,10.4091,5.79091,0.918182,0.690909,0.518182,2.56364,2.81818,0
Malcolm Miller,Forward,4,79,210,28,26.0446,9.04464,4.75,1.46429,0.821429,1.28571,1.5625,2.46429,0
Kellen Williams,Forward,2,77,205,26.5,29.6792,11.1321,6.90566,1.58491,0.90566,0.245283,1.16981,2.20755,0
Gordon Watt,Center,2,78,210,19,27.9649,11.193,6.49123,1.57895,1.21053,0.614035,2.26316,3.14035,0
Jack Eggleston,Forward,4,80,215,26.75,32.9159,11.0187,6.07477,1.93458,0.925234,0.64486,1.65421,2.31776,0
Garrett Lever,Guard,2,72,180,31,24.5484,3.62903,4.27419,1.45161,1.91935,0.0483871,1.22581,2.5,0
Alex Young,Guard,4,78,212,32.25,31.3566,17.5504,5.13178,1.65116,1.32558,0.682171,2.44186,2.41085,0
Ge'Lawn Guyn,Guard,5,74,185,27.2,18.3897,7.06618,1.94853,0.992647,0.661765,0.279412,1.03676,1.64706,0
Alex Young,Guard,4,74,193,34.75,29.2158,9.52518,3.6259,4.14388,1.10791,0.23741,1.67626,2.09353,0
Russell Robinson,Guard,2,73,196,36,27.8056,7.09722,2.91667,4.09722,2,0.458333,1.95833,2.11111,0
Malcolm Griffin,Guard,2,76,230,18.6667,26.0179,9.875,2.89286,3.46429,1.35714,0.0357143,3.625,2.44643,0
Branden Frazier,Guard,4,75,170,29.5,35.0763,13.9153,3.5,4.19492,0.932203,0.194915,2.68644,2,0
Jeremy Major,Guard,4,71,175,31.5,30.2381,9.80952,3.15873,3.92063,1.19841,0.253968,1.96825,2.23016,0
Jabari Sandifer,Guard,4,73,175,24,29.375,7.96875,3.11458,3.84375,1.22917,0.125,2.40625,2.60417,0
Michael Holyfield,Center,4,83,270,32.75,16.5267,5.58779,5.87023,0.236641,0.351145,1.45802,1.38168,2.90076,0
Maurice Strong,Forward,2,77,210,30.5,27.377,8.60656,7.19672,0.918033,0.639344,0.918033,1.78689,2.78689,0
Jon Ziri,Guard,2,74,200,25,17.64,5.52,4.42,1.68,1.5,0.2,1.82,2.26,0
Tyrell Corbin,Guard,3,72,185,31.6667,19.8316,5.56842,2.09474,2.41053,0.884211,0.0210526,2.14737,1.05263,0
Robert Sampson,Forward,4,80,215,31.75,21.1575,5.86614,5.95276,0.669291,0.700787,0.96063,1.1811,2.3937,0
Javier Martinez,Forward,4,79,210,29,16.5948,6.5,4.42241,0.560345,0.25,0.25,0.818965,1.77586,0
Gabriel Olaseni,Center,4,82,225,30.5,13.5246,5.01639,3.64754,0.327869,0.245902,1.14754,0.729508,1.91803,0
Anthony Fisher,Guard,2,74,180,29,34.4655,17.1379,3.62069,3.93103,1.25862,0.103448,2.96552,2.55172,0
Nick Murphy,Guard,4,76,225,26.75,30.8131,13.6355,6.1215,2.02804,1.74766,0.308411,2.2243,2.58878,0
Jordan Heath,Forward,3,82,240,27.3333,26.8049,8.92683,5.85366,0.756097,0.853659,1.73171,0.939024,2.95122,0
Seth Curry,Guard,4,74,185,27.8,30.8561,14.7842,2.81295,2.03597,1.18705,0.194245,1.59712,1.76259,0
Grant Gibbs,Guard,4,77,210,17.7143,25.2903,6.52419,3.6129,4.18548,0.725806,0.193548,1.78226,2.40323,0
Chase Hallam,Guard,4,77,215,30.5,31.623,9.95082,4.03279,2.14754,1.64754,0.459016,1.52459,2.7377,0
Carl Hall,Forward,2,80,238,32.5,25.4154,10.4462,5.89231,0.676923,0.476923,1.24615,1.07692,2.41538,0
Ryan Thompson,Guard,4,78,218,24,35.5167,14.7917,5.64167,3.04167,1.51667,0.366667,2.41667,2.275,0
Christopher Jones,Guard,2,72,190,17,34.6078,8.70588,4.66667,5.01961,1.98039,0.137255,2.4902,1.86275,0
Ike Ofoegbu,Forward,1,80,225,28,31.6071,14.25,7.78571,1,1.17857,0.428571,3.39286,2.64286,0
Vander Joaquim,Center,3,82,245,32,27.6875,12.5521,8.61458,0.885417,0.458333,1.34375,2.05208,2.88542,0
Nicholas West,Forward,4,82,215,26.75,21.8878,8.94392,5.28037,0.859813,0.392523,0.738318,1.85047,2.35514,0
Seth Allen,Guard,4,73,190,24.6,26.7642,12.0163,2.43089,2.73984,0.902439,0.178862,2.37398,2.06504,0
Richard Ross,Forward,4,78,236,25.6,25.3828,7.66406,5.66406,0.859375,0.765625,1.67969,1.32812,2.21094,0
Issac Butts,Center,4,82,290,22.2,21.8288,7.33333,6.98198,0.855856,0.342342,0.846847,1.72072,2.84685,0
Nick Russell,Guard,4,76,210,23,24.4348,8.26956,2.69565,2.54783,0.852174,0.191304,2.2,1.7913,0
Joe Rahon,Guard,4,74,195,33.5,35.5149,9.54478,3.73134,4.52985,1.02985,0.253731,1.85075,1.85075,0
Clif Brown,Forward,1,79,230,16,33.5625,16.25,9.375,0.78125,0.8125,0.28125,2.34375,2.4375,0
Jordan Hare,Forward,1,82,205,13.5,19.5926,5.22222,4.03704,0.37037,0.333333,1.81481,1.14815,2.44444,0
Josh Akognon,Guard,2,71,185,28.5,34.1053,21.7193,3.45614,1.54386,1.12281,0.0877193,2.14035,2.10526,0
Chasson Randle,Guard,4,74,185,36,33.2708,16.4931,3.27778,2.46528,1.14583,0.0763889,2.23611,2.67361,0
Geno Thorpe,Guard,3,76,170,23.5,22.6596,8.74468,2.3617,2.01064,1.03191,0.0638298,1.68085,2.34043,0
Chris Crawford,Guard,4,76,222,35,27.9357,8.73571,3.5,3.34286,1.6,0.464286,1.84286,1.91429,0
Mike James,Guard,2,73,185,28,25.6607,15.125,2.83929,1.91071,1.375,0.125,1.89286,1.91071,0
Shabazz Napier,Guard,4,73,180,35.75,32.2308,13.6993,4.02797,4.51748,1.72727,0.195804,2.41958,2.08392,1
M.J. Rhett,Forward,4,81,240,25.6,23.125,6.76562,5.95312,0.554688,0.484375,0.726562,1.53125,2.42969,0
Eni Cuka,Guard,4,75,180,17.25,21.4928,8.5942,1.76812,1.05797,0.536232,0.0289855,2.14493,2.18841,0
Wayne Sparrow,Guard,4,75,180,21.8,18.0826,5.29358,2.33028,1.23853,0.908257,0.256881,1.27523,1.95413,0
Kyle Vinales,Guard,3,73,180,26.3333,35.481,19.1646,1.91139,3.74684,1.32911,0.0759494,3.1519,2.03797,0
Gabe Rogers,Guard,4,74,175,27.25,29.9541,13.0183,1.89908,2.23853,0.816514,0.0366972,2.16514,1.59633,0
Bobby Davis,Forward,2,78,230,17.6667,30.8679,12.3396,8.5283,2.09434,1.32075,0.490566,2.81132,3.45283,0
Sean McNally,Forward,4,79,250,26.75,25.7009,7.79439,5.91589,1.01869,0.635514,0.990654,1.54206,2.52336,0
Alec Burks,Guard,2,78,195,34,30.8824,18.9853,5.83824,2.42647,1.11765,0.352941,2.30882,2.39706,1
Alex Francis,Forward,4,78,205,30.75,33.2276,16.9512,8.03252,1.39837,0.886179,0.422764,3.71545,2.56098,0
Brice Johnson,Forward,4,82,230,37,20.7973,11.5946,7,0.891892,0.75,1.10135,1.27027,2.49324,1
Jordan Bitzer,Guard,4,75,195,27.25,29.6606,10.6239,4.00917,1.73395,1.55046,0.330275,1.54128,2.61468,0
Shaun Lawton,Guard,4,77,190,26.5,24.9717,7.46226,3.13208,2.85849,1.71698,0.0849057,2.4434,2.59434,0
Dejounte Murray,Guard,1,77,170,34,33.5,16.1176,5.97059,4.44118,1.82353,0.294118,3.23529,2.64706,1
Quinton Doggett,Forward,3,80,220,28,24.8214,8.63095,6.05952,0.333333,0.392857,1.47619,1.2619,2.55952,0
Bryan Ellis,Guard,1,70,170,28,25.7857,5.42857,1.42857,4.5,1.57143,0,2.85714,2.21429,0
Isaiah Thomas,Guard,3,69,185,35,30.4476,16.3905,3.48571,3.95238,1.1619,0.0666667,2.65714,1.98095,1
Lavoy Allen,Forward,4,81,225,31.75,32.4409,10.6142,8.5748,2.12598,0.496063,1.62992,1.37795,2.48819,1
Aaron Bacote,Guard,4,76,190,34.25,27.5401,11.7299,2.87591,2.58394,0.817518,0.131387,2.06569,2.05839,0
Brandon Heath,Guard,1,75,183,14,36.8571,19.0357,3.75,3.60714,1.89286,0.0714286,3.14286,1.64286,0
Anthony Davis,Forward,1,82,225,40,31.125,14.175,10.4,1.25,1.35,4.625,1.025,1.95,1
John Bohannon,Center,4,83,210,31.25,24.504,9.632,6.592,1.568,0.536,1.32,2.024,2.648,0
Maurice Ndour,Forward,2,81,200,33,32.2879,14.803,7.60606,1.60606,0.833333,1.81818,2.66667,2.69697,0
Cameron Oliver,Forward,2,80,235,36.5,30.589,14.6438,8.89041,1.28767,0.712329,2.60274,2.21918,2.9726,0
Jeremy Morgan,Guard,4,77,195,32.75,28.0076,9.29771,4.19847,1.79389,1.36641,0.755725,1.25954,2.19847,0
Isiah Tucker,Guard,2,73,180,13.75,24.4182,5.76364,2.36364,3.01818,1.6,0.0545455,2.96364,2.32727,0
Connar Tava,Forward,4,78,250,26.8,25.4104,8.61194,5.14925,2.34328,0.917911,0.328358,2.40299,2.61194,0
Corey Jefferson,Guard,2,72,170,25.5,25.3333,6.60784,2.13725,4.60784,1.41176,0.0588235,2.11765,2.33333,0
Richard Howell,Forward,4,80,257,33,23.1515,9.19697,7.99242,1.11364,0.840909,0.484848,1.4697,2.61364,0
Reggie McIntyre,Forward,1,75,208,13,30,12.6538,6.46154,1.42308,1.88462,0.615385,2.73077,3,0
Ian Vouyoukas,Center,1,82,250,15,28.7667,12.2333,7.3,1.4,0.233333,1.63333,2.53333,3.1,0
Kenard Moore,Forward,2,72,170,26.5,30.1509,15.2642,1.92453,1.33962,0.90566,0.113208,2.03774,1.56604,0
Ekene Ibekwe,Forward,1,81,220,14.5,25.4483,10.2069,7.65517,0.896552,1,2.62069,2.58621,3.27586,0
Marshall Plumlee,Center,4,84,250,24.8,14.3387,3.44355,3.83871,0.475806,0.354839,0.806452,0.548387,1.54839,0
Vincent Simpson,Guard,4,73,170,27.5,28.9,11.1273,2.4,2.22727,1.22727,0.0454545,2.88182,1.67273,0
Terrance Jennings,Forward,1,82,225,33,11.9394,4.21212,2.87879,0.242424,0.484848,1.60606,0.606061,1.30303,0
Josh Miller,Guard,4,71,194,19.6,26.602,7.63265,3.69388,3.17347,1.39796,0.0714286,2.39796,2.03061,0
Mamadou Diene,Center,3,85,246,26.3333,15.038,3.10127,3.29114,0.177215,0.151899,1.24051,0.620253,2.58228,0
Brandon Brown,Guard,2,71,160,30.5,31.3607,13.2459,2.77049,4.90164,1.39344,0.0163934,2.44262,1.68852,0
Trevor Booker,Forward,4,80,240,30.75,28.8374,13.1138,7.85366,1.72358,1.09756,1.79675,1.98374,2.29268,1
Grandy Glaze,Forward,4,78,235,20,16.04,6.45,4.98,0.52,0.45,0.13,0.95,1.23,0
Jordan Tolbert,Forward,4,79,240,24.8,24.9677,10.9194,6.35484,0.653226,0.709677,0.725806,1.84677,2.75806,0
Jermaine Bishop,Guard,2,0,0,22.5,19.7111,3.44444,2.24444,2.24444,1.42222,0.0666667,1.06667,1.4,0
Nick Johnson,Guard,3,75,198,36,30.7593,12.3426,3.65741,2.81481,1.26852,0.592593,1.82407,2.03704,1
Kevin Tiggs,Guard,2,76,210,29,32.1552,18.3103,5.17241,1.81034,1.7931,0.206897,3.15517,2.25862,0
Carl Montgomery,Forward,4,79,215,30.75,25.4228,12.3496,7.3252,0.666667,0.707317,1.17886,1.99187,3.1626,0
Ray Penn,Guard,4,69,160,20.4,27.3726,8.77451,1.65686,3.54902,0.54902,0.0392157,2.12745,1.95098,0
Hal Bateman,Point,0,71,170,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Maurice Jones,Guard,2,67,155,22,36.2576,11.4091,2.62121,3.34848,1.89394,0.0151515,2.22727,1.68182,0
Tanner Omlid,Forward,4,75,215,9.5,17.6053,6.10526,4.52632,1.65789,2.10526,0.552632,0.973684,2.47368,0
DaVonte Lacy,Guard,4,76,210,23.2,30.3103,13.3448,2.90517,1.87069,0.862069,0.12069,1.74138,2.06034,0
Freddy Asprilla,Forward,2,82,280,16.3333,17.6327,7.34694,5.38775,0.55102,0.387755,0.44898,1.4898,2.18367,0
Darren Cooper,Guard,1,75,190,21,28.8571,12.7143,4.38095,2.42857,0.952381,0.0952381,3.2381,1.47619,0
Greer Wright,Forward,2,80,215,28,32.1429,14.2857,5.25,3.32143,1.14286,0.446429,3.80357,3.16071,0
Jamaya Burr,Guard,4,73,175,29.25,26.9145,9.81197,2.39316,3.08547,1,0.017094,2.2735,1.36752,0
Javion Ogunyemi,Forward,4,82,243,32.25,25.6899,10.2868,4.68992,0.829457,0.379845,1.5969,1.43411,2.93023,0
Marcelus Kemp,Guard,2,77,210,20.6667,31.7581,19.1613,5.09677,2.90323,0.709677,0.241935,2.67742,2.08065,0
Carl Elliott,Guard,1,76,220,15,34.5,12.5333,4.93333,4.83333,2.53333,0.2,3.26667,2.3,0
D'Aundray Brown,Guard,4,76,195,21.2,28.9245,7.96226,4.85849,1.91509,1.88679,0.283019,1.4717,2.39623,0
Eric McKinney,Forward,1,80,235,26,24.2308,8.96154,6.30769,0.538462,0.769231,2.07692,1,1.69231,0
Will Coleman,Forward,2,81,245,34.5,21.0725,7.2029,5.31884,0.304348,0.362319,1.52174,1.08696,2.63768,0
Orion Outerbridge,Forward,4,81,210,23.75,19.7053,8.01053,4.04211,0.326316,0.336842,1.07368,0.852632,1.68421,0
Chris Boucher,Forward,2,82,200,23,24.8116,11.9565,6.78261,0.405797,0.608696,2.73913,1.08696,2.68116,0
Marcus Smart,Guard,2,76,220,32,33.125,16.625,5.85938,4.5,2.9375,0.625,3.03125,2.84375,1
Scottie Wilbekin,Guard,4,74,176,35.75,24.1329,6.66434,2.05594,2.93706,1.16783,0.034965,1.27273,1.4965,0
TJ Warren,Forward,2,80,215,35,31.1714,18.5143,5.65714,0.971429,1.5,0.514286,1.67143,2.48571,0
James Kelly,Forward,2,77,241,20,24.85,13.7667,7.08333,0.883333,0.916667,0.783333,1.58333,2.26667,0
Darris Nichols,Guard,2,74,180,34.5,35.1594,10.8841,3.13043,3.92754,1.17391,0.289855,1.23188,1.94203,0
Paul George,Forward,2,80,210,20.3333,33.918,15.5246,6.63934,2.42623,1.98361,0.934426,2.7541,2.80328,1
Hank Thorns,Guard,4,69,165,25.2,27.2778,8.09524,2.54762,4.4127,1.07937,0.031746,2.28571,1.92857,0
Skylar Spencer,Forward,4,82,240,36,21.4444,3.79167,4.52778,0.3125,0.486111,2.10417,0.645833,2.01389,0
Jarrius Jackson,Guard,1,73,185,15,38.2333,19.3667,3.1,1.63333,1.2,0,1.36667,1.7,0
Joshua Henley,Forward,3,75,215,29,23.4483,5.18391,7.71264,1.16092,0.563218,0.0804598,1.42529,2.29885,0
Ryan Watkins,Forward,4,81,229,32.5,20.4846,8.23077,6.26154,0.553846,0.615385,0.530769,0.938462,2.59231,0
Eric Obeysekere,Forward,4,80,209,22.75,17.022,3.68132,4.79121,0.538462,0.351648,1.34066,0.934066,1.73626,0
Eric Buckner,Forward,2,79,203,32.5,27.6615,10.1231,6.41538,0.369231,0.615385,2.56923,1.56923,3,0
Derek Coleman,Guard,1,71,180,13,37.8846,12.6538,2.65385,5.5,0.884615,0,3.26923,2.84615,0
Trevor Thompson,Center,3,84,250,24.25,19.2474,7.39175,6.29897,0.268041,0.319588,1.21649,1.35052,2.92783,0
Demetris Nichols,Forward,1,80,215,15.5,35.6129,19.6452,5.6129,1.54839,1.32258,1.03226,2.19355,2.22581,1
Demetric Bennett,Guard,2,75,210,19,34.0526,17.7018,5.57895,2.49123,1.47368,0.0701754,2.2807,1.36842,0
Will Clyburn,Guard,2,79,210,21.6667,33.6,15.9385,7.26154,1.6,1.01538,0.307692,2.56923,1.86154,0
Shaun Stegall,Forward,2,78,215,18.3333,31.4,14.6545,7.96364,2.05455,1.49091,0.763636,3,2.70909,0
Corey Chandler,Guard,2,74,190,26.5,22.3585,9.16981,3.81132,1.66038,1.35849,0.339623,2.67925,1.98113,0
Casey Cantey,Guard,4,77,190,26.75,25.9439,11.6916,4.00935,1.18692,1.38318,0.598131,2.69159,2.19626,0
Jimmy Gray,Guard,4,72,175,28.75,27.8609,7.06087,2.46087,2.53043,1.24348,0.130435,2.08696,1.64348,0
Robert Dozier,Forward,3,81,215,34.3333,27.4757,10.6893,6.76699,1.18447,1.1165,1.6699,1.82524,2.73786,1
Manny Harris,Guard,3,77,185,30.6667,34.1957,16.9783,5.75,3.76087,1.43478,0.358696,3.20652,1.86957,0
Eric Fanning,Guard,4,77,215,22.4,23.5893,12.6071,4.59821,1.46429,0.589286,0.276786,2.33929,2.30357,0
Asauhn Dixon-Tatum,Center,2,84,226,31,18.129,4.79032,4.6129,0.274194,0.33871,1.74194,1.03226,2.69355,0
Jimmer Fredette,Guard,4,74,195,32.75,29.6183,19.2595,2.69466,3.68702,1.17557,0.0916031,2.59542,1.25954,1
Shawn Long,Forward,4,81,245,27,29.7556,17.3481,10.7185,1.0963,0.711111,2.02222,2.42963,3.07407,0
Ryan White,Guard,4,70,175,27.5,23.5182,8.67273,2.78182,3.6,1.34545,0.0363636,2.83636,2.38182,0
Spencer Johnson,Forward,4,78,215,28.25,24.9381,8.41593,6.09735,0.513274,0.690265,0.256637,1,2.59292,0
Alex Bausley,Forward,1,78,235,13,29.8846,12.1923,4.84615,2.19231,2.57692,0.346154,1.88462,2.92308,0
De'Angelo Alexander,Guard,1,77,227,14,34.7857,17.0357,7.21429,1.78571,1.17857,0.214286,2.03571,2.28571,0
Darrion Pellum,Guard,4,78,205,22.4,32.4196,14.3482,3.91071,1.53571,1.30357,0.223214,2.54464,1.92857,0
Josh Hagins,Guard,4,73,180,32,27.3203,11.5156,3.82812,3.65625,1.39844,0.304688,1.88281,2.39844,0
Julius Perkins,Guard,1,73,175,26,20.4231,4.76923,1.73077,2.96154,1.15385,0.192308,3.26923,2.88462,0
Charles Garcia,Power,0,82,230,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Jayon James,Forward,3,78,225,22,27.4848,7.86364,5.10606,4.04545,1.12121,0.469697,3.22727,2.5,0
Terell Parks,Forward,2,80,250,29.5,30.7288,12.2203,9.32203,1.55932,1.08475,1.88136,1.74576,2.94915,0
Daryl McCoy,Forward,4,81,280,32,21.75,3.82031,6.75,0.75,0.320312,0.375,1.10938,3.19531,0
Mike Rosario,Guard,4,75,183,25.6,27.4531,12.875,2.83594,1.5,0.882812,0.09375,2.10938,1.53906,0
Herman Wrice,Forward,2,79,210,18.6667,20.1607,4.26786,4.625,0.267857,0.607143,1.32143,1.35714,3,0
Rarlensee Nelson,Guard,2,68,180,17,27.5294,8.70588,2.82353,5.41176,1.11765,0,3.55882,2.52941,0
Cam Griffin,Guard,4,75,190,25.5,25.0196,7.66667,4.60784,1.87255,1.38235,0.303922,1.54902,2.45098,0
D.J. Stephens,Forward,4,77,188,32.25,13.2093,3.96899,3.37984,0.348837,0.503876,1.16279,0.379845,1.26357,0
Sean Baptiste,Guard,4,75,185,20.8,29.9327,13.8077,4.94231,0.855769,0.980769,0.211538,1.55769,2.27885,0
Dominic Waters,Guard,3,73,180,22.5,25.1556,12.3556,2.05556,3.16667,0.533333,0.0333333,2.46667,2.03333,0
O.D. Anosike,Forward,4,80,232,32,28.2891,9.83594,8.39844,0.796875,0.78125,0.71875,1.80469,2.44531,0
Jeremy Byrd,Guard,1,71,172,23,25.9565,8.82609,2.73913,3.21739,2.78261,0.304348,3.04348,2.69565,0
Luke Fischer,Center,3,83,250,29.6667,26.764,11.3933,5.69663,1.03371,0.516854,1.7191,1.5618,3.21348,0
