Name,Position,Years,Height,Weight,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Draft_Status
Otto Porter Jr.,Forward,2,80,198,31.5,32.619,12.9683,7.20635,2,1.46032,0.84127,1.34921,1.96825,0
Ishmail Wainright,Guard,4,77,235,32.75,18.6565,3.80153,3.25191,1.9771,0.824427,0.221374,1.08397,2.00763,0
Brandon Cotton,Guard,1,72,175,9,32.8889,18.2593,1.77778,1.81481,0.777778,0,2.03704,1.07407,0
Courtney Pigram,Guard,3,73,195,29.6667,33.7528,16.9663,3.33708,3.64045,2.02247,0.146067,3.22472,2.06742,0
Wes Washpun,Guard,4,73,175,30,25.7667,8.75833,3.05,3.51667,0.95,0.575,2.06667,2.05833,0
Arsalan Kazemi,Forward,4,79,226,32.5,29.0462,11.7154,10.1,1.51538,1.73077,0.815385,1.78462,2.45385,1
Willis Hall,Forward,4,78,235,27.2,25.3897,8.42647,6.13971,0.875,0.514706,0.323529,1.35294,2.23529,0
Mike Trimboli,Guard,3,73,180,28.6667,35.8488,16.7674,3.61628,4.60465,1.72093,0.186047,3.13953,2.27907,0
Corey Hassan,Forward,3,77,200,21.25,26.3412,12.8235,4.62353,2.15294,0.882353,0.0470588,1.94118,1.61176,0
Doug McDermott,Forward,4,80,225,36.25,31.5172,21.7379,7.50345,1.34483,0.234483,0.0965517,2.22069,1.82759,1
DeAndre Kane,Guard,4,76,200,26.4,34.1742,15.9848,5.62879,4.88636,1.31061,0.227273,3.31818,2.75,0
Kelvin Martin,Forward,4,77,207,28,30.6518,12.9554,8.41964,1.59821,1.92857,1.13393,2.16964,2.58036,0
Naofall Folahan,Center,4,83,215,30,17.3833,3.975,3.70833,0.208333,0.141667,1.88333,0.85,2.93333,0
CJ McCollum,Guard,4,75,180,27.75,33.1261,21.2703,6.27027,2.74775,2.05405,0.459459,2.40541,1.75676,1
Terran Petteway,Forward,3,78,215,30.3333,27.1209,13.4835,4.01099,1.74725,0.78022,0.615385,2.49451,2.64835,0
Malik Monk,Guard,1,75,200,38,32.0526,19.8421,2.5,2.28947,0.947368,0.5,1.97368,1.89474,1
Mo Evans,Guard,4,73,185,29.5,28.5254,12.8983,3.16949,3.94915,1.23729,0.152542,2.16949,2.33898,0
Bashir Mason,Guard,1,72,180,15,33.8333,11.1667,2.73333,3.36667,2.16667,0.2,2.46667,2.26667,0
Chad Tomko,Guard,4,71,160,29.75,32.1008,13.6134,3.86555,3.88235,1.80672,0.134454,2.78992,2.11765,0
Andy Rautins,Guard,3,76,190,25,27.99,10.22,2.94,3.16,1.55,0.2,2.07,2.09,1
Wesley Saunders,Guard,4,77,215,30,29.775,12.5833,4.09167,3.19167,1.45,0.416667,2.275,1.99167,0
Charles Odum,Guard,2,72,205,31,30.129,16.6613,3.64516,2.69355,0.935484,0.16129,2.77419,2.17742,0
Tim Frazier,Guard,5,73,170,27,30.6074,11.4296,3.87407,4.74815,1.45185,0.148148,2.62963,2.53333,0
T.J. McConnell,Guard,4,73,195,34.75,31.8273,10.1727,3.8777,5.39568,2.33094,0.172662,2.02158,1.85612,0
Caleb Willis,Guard,4,74,220,22.5,19.6667,3.75556,2.25556,2.48889,0.6,0.0666667,1.36667,1.76667,0
Bryan White,Forward,2,78,200,26.5,27.1132,8.0566,7.13208,0.886792,1.15094,0.981132,1.33962,2.11321,0
Chris Wright,Guard,4,73,209,26.5,31.8113,12.717,2.84906,4.0566,1.27358,0.160377,2.37736,2.08491,0
Chris Wright,Forward,4,80,226,29.5,27.0847,12.9661,7.24576,1.22881,0.813559,1.31356,2.49153,2.61017,0
Johnathan Bell,Guard,2,74,170,32.5,28.1846,10.7231,4.36923,1.41538,1.4,0.384615,1.56923,2.01538,0
Cory Lewis,Guard,1,72,175,28,31.8571,10.4286,4.25,4.42857,2.03571,0.214286,2.96429,2.75,0
Gavin Edwards,Forward,4,82,230,28.5,15.5351,5.41228,3.57018,0.394737,0.45614,1.03509,0.964912,1.70175,0
Keith Clanton,Forward,4,81,250,32.25,31.3178,13.3178,7.75194,1.82946,1.00775,1.75969,2.62791,2.54264,0
Julius Randle,Forward,1,81,250,40,30.825,14.975,10.4,1.425,0.5,0.775,2.525,2.275,1
Kevin Ferguson,Center,4,82,200,30.25,23.157,8.75207,6,1.14876,0.347107,1.66116,1.61983,2.70248,0
Brandon Goode,Center,4,84,235,29,15.6724,5.83621,3.94828,0.232759,0.258621,1.37069,1,2.11207,0
Jamar Butler,Guard,2,74,190,35.5,33.662,11.4648,2.43662,4.70423,1.15493,0.0422535,2.04225,1.3662,0
Junior Cadougan,Guard,4,73,205,29.25,23.1966,5.64957,2.10256,3.71795,0.837607,0.0940171,2.03419,1.68376,0
Kyle Fuller,Guard,4,73,188,29,21.3621,6.08621,2.19828,2.30172,0.517241,0.0431034,1.58621,1.21552,0
Hernst Laroche,Guard,4,73,170,33,32.8182,9.09091,2.87879,4.11364,1.59848,0.0681818,2.13636,2.0303,0
Rashad Green,Guard,4,76,195,30.25,25.5372,9.90909,5.15702,2.12397,1.26446,0.206612,2.64463,2.06612,0
D.J. Wilson,Forward,3,82,240,23,19.3768,7.11594,3.28986,0.84058,0.362319,1.01449,0.753623,1.42029,1
Rico Pickett,Guard,2,76,185,18.6667,26.7679,12.1429,2.625,2.17857,1.05357,0.285714,2.08929,1.73214,0
Josh Castellanos,Guard,4,73,180,28.5,24.6842,5.42982,1.60526,3.23684,0.789474,0.0438596,2.26316,2.00877,0
Tweety Knight,Guard,2,73,190,33.5,22.1343,5.77612,2.95522,3.55224,1.62687,0.0895522,2.0597,2.07463,0
Bobby Brown,Point,0,74,175,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Mo Watson Jr.,Guard,3,70,175,22.25,31.0112,13.5056,3.30337,7.16854,1.52809,0.011236,3.22472,2.38202,0
Jamarr Sanders,Guard,3,77,210,31,29.3871,11.3548,4.15054,2.01075,0.935484,0.27957,1.96774,1.4086,0
Torrey Craig,Forward,4,78,215,32.75,30.9771,16.2519,7.19847,1.80153,1.05344,0.770992,2.65649,2.48855,0
Royce White,Forward,1,80,270,11.3333,30.5882,13.4118,9.29412,5,1.17647,0.941177,3.82353,2.61765,1
Kyle Foreman,Guard,2,73,170,29.5,27.6441,7.91525,2.54237,4.20339,1.52542,0.101695,2.66102,2.01695,0
Melvin Morgan,Guard,2,71,168,30,31.8167,12.1833,2.86667,2.6,1.58333,0.0333333,3.08333,1.88333,0
Bill Amis,Forward,1,81,235,11,31.4091,15.2273,7.81818,0.863636,1,2.22727,2.31818,2.31818,0
Michael Beasley,Forward,1,82,235,31,31.6129,25.9355,11.9355,1,1.25806,1.6129,2.74194,2.48387,1
Thomas Sanders,Forward,2,75,185,27.5,27.7273,14.6727,8.83636,2.45455,1.32727,0.490909,3.43636,3.29091,0
T.J. Williams,Guard,4,75,205,30.75,29.9187,11.1951,3.18699,3.27642,0.772358,0.146341,2.11382,1.79675,0
Dwayne Foreman,Guard,2,70,170,27,32.8333,8.83333,3.2037,5.98148,1.05556,0.0925926,2.87037,2.51852,0
Jason Holsinger,Guard,3,71,187,27.3333,34.0732,12.0488,2.42683,4.42683,0.670732,0.0609756,2.31707,2.28049,0
Mike Jefferson,Guard,2,70,190,28,33.3393,13.2143,3.44643,6.03571,1.35714,0.0178571,3.33929,2.14286,0
Sam Grooms,Guard,2,73,203,31,25.5484,5.85484,2.32258,4.58065,0.564516,0.0322581,1.62903,1.51613,0
Briante Weber,Guard,4,74,165,31.75,23.2677,6.77953,3.33071,2.97638,2.94488,0.204724,1.46457,2.20472,0
Jeff Adrien,Forward,3,79,243,30.3333,33.9341,13.9011,9.54945,1.26374,0.659341,1.23077,2.2967,1.96703,0
George Fant,Forward,4,78,250,32.25,28.4574,12.5814,6.93023,0.953488,0.868217,0.96124,2.10853,3.11628,0
Jared Brownridge,Guard,4,75,200,32.25,35.031,17.9302,2.82171,2.49612,0.868217,0.139535,1.6124,2,0
Michael Washington,Forward,4,81,239,22.6,19.0973,8.81416,5.34513,0.610619,0.513274,0.893805,1.39823,2.61062,0
Jeff Withey,Center,4,84,222,29,19.9828,8.08621,5.40517,0.594828,0.508621,2.68103,1.18103,1.7931,1
Terel Hall,Guard,2,73,185,31,24.8871,7.41935,2.33871,2.8871,1.54839,0.193548,2.22581,2.04839,0
Chris Pelcher,Center,4,82,240,19.8,16.1818,5.75758,4.24242,0.474747,0.424242,0.949495,0.888889,1.94949,0
Kellan Carter,Guard,4,72,180,22.6,24.1681,4.0708,2.53097,1.9646,1.78761,0.176991,1.16814,2.76106,0
A.J. Smith,Guard,4,72,175,27.5,26.9818,11.2818,2.44545,2.24545,0.836364,0.0181818,3.14545,1.62727,0
Austin Nichols,Forward,1,81,232,17,22.7647,9.26471,4.29412,0.5,0.352941,1.23529,1,1.41176,0
Casper Ware,Guard,4,70,175,32,33.0938,14.2969,2.57812,4.19531,1.58594,0.117188,2.79688,2.21875,0
Marcus Posley,Guard,3,72,200,30.6667,31.9783,14.3587,2.78261,2.88043,1.08696,0.0434783,2.13043,2.25,0
Jeff Allen,Forward,4,79,230,32.5,29.1385,12.5462,8.18462,1.25385,1.7,1.1,2.63846,3.41538,0
D.J. Covington,Forward,4,81,235,28.75,25.4522,13.1826,6.49565,0.573913,0.834783,2.36522,1.6087,2.93043,0
Joakim Noah,Forward,1,83,232,36,25.9167,11.9167,8.27778,2.13889,1.08333,1.83333,2.52778,2.30556,1
Matthew Knight,Center,1,80,240,12.5,32.52,16.6,7.8,1.08,1.12,0.28,1.52,1.92,0
Jakari Johnson,Guard,3,76,171,24.3333,19.6849,6.27397,2.67123,1.54795,1.46575,0.232877,1.53425,1.67123,0
Justin Glenn,Center,4,80,225,21.8,15.7339,3.92661,4.06422,0.743119,0.458716,0.825688,1.10092,2.33028,0
Kenneth Ortiz,Guard,4,72,200,23.6,25.8814,9.05085,3.66949,3.80508,1.50847,0.101695,2.66102,2.18644,0
Demetrius Jackson,Guard,3,73,198,34.3333,31.4757,11.6893,3.12621,3.26214,1.1068,0.223301,1.65049,1.91262,1
Jawan Carter,Guard,4,71,185,23.8,33.6891,14.0672,2.78992,3.05042,0.966387,0.00840336,2.38655,2.2437,0
Jeremy Ingram,Guard,4,75,175,28,27.0982,13.6161,3.05357,1.09821,1.08929,0.473214,1.79464,2.33929,0
Justin Payne,Guard,3,70,170,28,29.8214,6.0119,2.39286,3.4881,1.19048,0.0833333,2.39286,3.13095,0
Jaylen Bond,Forward,4,80,240,30,21.575,6.3,6.33333,0.725,0.883333,0.5,0.866667,2.6,0
Adam Emmenecker,Guard,2,73,189,26,24.1154,5.71154,3.17308,4.5,1.17308,0.0769231,2.30769,1.53846,0
Gerard Anderson,Forward,1,78,205,15.5,29.8065,12,6.06452,2.6129,0.870968,0.387097,3.16129,2.87097,0
Anthony Beane Jr.,Guard,4,74,190,32.25,33.1163,14.8605,3.05426,1.46512,1.12403,0.139535,1.97674,2.34109,0
Mitch Johnson,Guard,3,73,185,30,28.4444,5.65556,3.3,4.28889,0.977778,0.0444444,2.2,1.93333,0
Phil Gaetano,Guard,4,70,170,30.75,30.748,5.37398,2.62602,5.93496,0.886179,0.0650406,2.88618,1.85366,0
Brent Jones,Guard,4,70,170,31.5,26.246,9.06349,2.88889,4.88889,1.35714,0.0952381,2.93651,2.31746,0
Chris Manhertz,Forward,4,78,235,29,23.1897,6.53448,6.80172,0.525862,0.577586,0.655172,1.31034,3.00862,0
Rory Spencer,Forward,3,80,220,27,20.1605,7.5679,4.11111,0.666667,0.530864,1.32099,1.8642,2.96296,0
Edgar Sosa,Guard,4,74,175,34,23.4632,9.75735,1.77206,2.77206,0.845588,0.0808824,1.97794,2.22794,0
Cashmere Wright,Guard,4,72,178,27.8,26.3022,9.47482,2.65468,3.46763,1.42446,0.0359712,1.92806,1.88489,0
Colin Nickerson,Guard,4,75,150,34.5,21.6884,5.15217,2.84783,1.76812,1.4058,0.0942029,1.27536,1.58696,0
Pierre Curtis,Guard,4,75,180,29.75,33.0084,9.82353,3.18487,3.70588,1.40336,0.159664,2.60504,2.21849,0
Josh Adams,Guard,4,74,190,32.75,32.8779,13.9008,3.31298,3.08397,1.10687,0.320611,2.46565,2.38168,0
Zach Rosen,Guard,4,73,170,28.25,35.7345,15.0885,3.32743,4.97345,1.29204,0.0530973,2.85841,2.61947,0
Langston Hall,Guard,4,76,180,34.5,32.9058,11.4493,3.16667,4.57971,1.27536,0.253623,2.34058,1.75362,0
DeShawn Painter,Center,4,81,235,29.75,18.2437,6.57143,4.46218,0.369748,0.201681,0.621849,1.03361,2.04202,0
Nathan Healy,Forward,4,79,210,31.75,18.874,6.4252,3.92913,0.866142,0.84252,0.559055,0.984252,1.88189,0
James Kinney,Guard,2,74,180,22.5,31.9333,17.3111,4.2,2.68889,1.64444,0.155556,2.91111,1.86667,0
Wesley Johnson,Forward,3,79,205,22.5,31.5889,14.0444,6.93333,1.62222,1.14444,1.15556,2.15556,2.26667,1
Jamelle Hagins,Forward,4,81,235,31,29.0484,9.54839,8.68548,0.693548,0.693548,2.34677,1.82258,3.19355,0
Jerome Dyson,Guard,4,76,190,26,30.5,14.25,4.01923,3,1.69231,0.471154,2.84615,2.53846,0
Kyle Kuzma,Forward,3,81,221,32,20.9688,10.0625,5.54167,1.47917,0.322917,0.364583,1.57292,1.57292,1
Bryan Smithson,Guard,2,72,175,18.6667,33.6429,15.2679,3.76786,3.42857,1.96429,0.178571,2.71429,1.75,0
Ahmad Walker,Guard,2,76,185,22.3333,26.5373,8.56716,6,3.1194,0.955224,0.19403,2.46269,2.68657,0
Julyan Stone,Guard,4,78,200,32.75,31.1756,5.77099,5.52672,5.19847,1.51145,0.427481,1.9542,2.29771,0
London Perrantes,Guard,4,74,197,34.5,31.7899,8.87681,2.69565,4.12319,0.869565,0.115942,1.52899,1.31159,0
Tony Mitchell,Forward,2,80,235,27.5,31.1455,13.7273,9.27273,1.12727,0.927273,2.85455,2.6,2.96364,1
Darnell Hugee,Forward,2,79,205,17.6667,25.6226,13.0377,6.24528,0.735849,0.490566,1.58491,1.90566,3.45283,0
Marvin Jones,Center,2,85,220,20.6667,17.5323,5.56452,4.62903,0.354839,0.322581,1,0.629032,2.30645,0
Alando Tucker,Forward,1,78,205,17,33,19.9118,5.47059,2.08824,0.911765,0.176471,1.64706,1.26471,1
Cartier Martin,Guard,1,79,220,16,28.125,17.5,4.5,1.1875,0.75,0.21875,1.71875,2.6875,0
Taylor Battle,Guard,4,72,170,31.75,36.0079,16.4331,4.66929,3.84252,1.05512,0.0866142,2.28346,1.76378,0
Jordan Price,Guard,4,77,220,30.25,29.8264,14.5868,3.95041,2.20661,0.768595,0.256198,2.47107,2.1405,0
Shonn Miller,Forward,4,79,210,24.2,27.6116,12.4545,6.56198,0.752066,1.31405,1.47934,1.33058,2.8595,0
Christopher Anderson,Guard,4,67,150,32.25,31.8682,9.15504,3.35659,5.86822,1.96899,0.139535,2.82946,2.16279,0
Kent Bazemore,Guard,4,77,195,27.4,26.4234,10.1825,4.60584,2.72993,1.79562,0.481752,2.29927,2.19708,0
Zeke Marshall,Center,4,84,235,34.5,23.2681,9.16667,5.25362,0.702899,0.427536,2.65942,1.41304,2.73188,0
Trenton Marshall,Guard,1,77,225,13,31.4231,17.6923,5.26923,2.38462,1.69231,0.538462,2,2.30769,0
Preston Medlin,Guard,4,76,185,21.4,29.6449,12.785,3.00935,2.99065,0.514019,0.102804,1.61682,1.21495,0
Tyrone Wallace,Guard,4,77,205,32.25,31.5504,12.5659,5.22481,3.37984,1.07752,0.426357,2.16279,2.54264,1
Hassan Whiteside,Forward,1,84,235,34,26.1471,13.1471,8.91177,0.294118,0.558824,5.35294,1.88235,2.41176,1
Yancy Gates,Forward,4,81,260,32,27.3906,11.3125,6.97656,0.835938,0.664062,0.984375,1.26562,2.39062,0
Karvel Anderson,Guard,2,74,190,34.5,27.8696,16.2754,2.98551,1.23188,1.07246,0.188406,1.18841,1.85507,0
Donnell Covington,Guard,1,74,165,13.5,34.8519,14.3333,3.81481,4.81482,1.85185,0.185185,3.22222,2.25926,0
Brandon Paul,Guard,4,76,200,34.5,26.587,11.942,3.73188,2.23913,1.13043,0.485507,2.21739,2.13043,0
Mike Tisdale,Center,4,85,250,33,22.7273,9.12879,4.59848,0.75,0.310606,1.29545,1.18182,2.85606,0
Troy Jackson,Point,0,74,175,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Davion Berry,Guard,2,76,185,22.6667,32.5735,17.0588,4.19118,3.85294,1.10294,0.235294,2.36765,2.01471,0
Zaccheus Mason,Forward,3,78,235,29.3333,25.0568,13.3636,7.65909,0.613636,0.727273,1.46591,1.65909,1.86364,0
De'Aaron Fox,Guard,1,75,175,36,29.5556,16.6944,3.94444,4.58333,1.47222,0.194444,2.41667,2.5,1
T.J. Price,Guard,4,76,223,31.25,31.048,14.256,4.632,2.536,0.984,0.2,2.4,2.656,0
Justin Raffington,Center,4,81,255,26.25,18.6381,5.74286,4.9619,0.552381,0.219048,0.533333,1.59048,2.02857,0
Sim Bhullar,Center,2,89,360,21.6667,25.2923,10.2308,7.2,1.04615,0.107692,2.86154,1.64615,2.4,0
Landry Nnoko,Center,4,82,255,32,20.5625,5.8125,4.73438,0.507812,0.203125,1.64844,1.14844,2.4375,0
Jamar Briscoe,Guard,1,77,155,28,33.5,18.5357,2.46429,2.60714,1.78571,0,4.07143,2.67857,0
Shaquille Harrison,Guard,4,76,189,33.25,30.203,11.1353,4.54887,3.46617,1.83459,0.368421,2.29323,2.33083,0
Abdulai Jalloh,Guard,2,73,190,15,28.7,15.1667,5.43333,2.7,1.6,0.333333,4.03333,3.33333,0
Derrick Byars,Guard,1,79,220,16.5,31.4848,17.0606,4.9697,3.45455,1.36364,0.121212,2.33333,2.36364,1
Landry Fields,Forward,4,79,210,24,23.95,11.1333,5.14167,1.61667,0.9,0.45,1.50833,1.55833,1
Marquis Hall,Guard,4,72,190,22.2,32.1802,12.3063,3.72973,4.67568,1.35135,0.0990991,2.47748,2.0991,0
Giordan Watson,Guard,2,70,175,29,33.931,17.8793,2.74138,4.31034,1.72414,0.224138,3.37931,2.41379,0
Jack McClinton,Guard,3,73,174,28,32.2262,18.2143,2.66667,2.55952,0.726191,0.0357143,2.38095,1.90476,1
Ladarius Tabb,Guard,2,77,190,28.5,33.7895,18.4211,7.33333,0.719298,1.33333,0.210526,1.73684,2.68421,0
Tyler Cavanaugh,Forward,4,81,243,27.4,25.5547,12.5839,5.74453,1.13139,0.386861,0.291971,1.87591,2.60584,0
Drae Murray,Guard,3,69,150,30,19.3333,5.04444,1.85556,3.36667,0.911111,0.0333333,1.41111,1.47778,0
Brad Nuckles,Forward,1,81,250,15.5,31.0645,11,7.87097,1.35484,1.32258,1.58065,2.12903,2.70968,0
Amadi McKenzie,Forward,2,79,210,29,29.069,13.931,8.12069,1.37931,1.05172,0.431034,2.2069,2.96552,0
Travele Jones,Forward,2,80,205,19,33.193,14.6842,6.31579,1.50877,1.73684,0.614035,3.35088,2.49123,0
Dion Wright,Forward,4,79,220,27,28.1667,11.6944,6.32407,0.944444,0.75,0.509259,1.11111,2.44444,0
Chris Thomas,Forward,3,77,190,33.3333,30.1,13.47,4.69,2.57,1.11,0.46,2.88,2.68,0
Deividas Busma,Center,3,84,240,22,21.8788,7.43939,4.71212,0.439394,0.348485,1.30303,1.36364,2.31818,0
Prince Ibeh,Center,4,82,260,33.75,13.1037,2.96296,3.37037,0.103704,0.274074,1.57037,0.777778,2.53333,0
Mark McAndrew,Guard,2,75,200,26,35.1346,16.8077,5.25,2.26923,1.21154,0.0384615,2.75,2.34615,0
Kaylon Williams,Guard,3,75,185,32,32.125,8.48958,5,5.65625,1.23958,0.114583,3.21875,2.21875,0
Keegan Bell,Guard,4,73,185,32.25,28.2481,7.0155,2.7907,4.81395,0.736434,0.0310078,2.43411,1.44961,0
Michael Carey,Guard,2,77,210,32,31.4844,13.1719,9.09375,1.60938,0.703125,0.515625,1.92188,2.45312,0
LaMarcus Lowe,Forward,3,82,210,22.75,18.0769,4.51648,4.12088,0.230769,0.318681,2.1978,1.18681,2.71429,0
Quincy Taylor,Guard,4,72,180,24.8,27.0081,7.46774,2.06452,2.37903,0.991936,0.0564516,2.08871,1.85484,0
J.P. Tokoto,Forward,3,77,200,35.6667,22,6.74766,4.37383,2.73832,1.19626,0.336449,1.68224,1.96262,1
Derek Johnson,Center,3,73,190,26.3333,33.3544,9.24051,4.56962,2.93671,2.31646,0.0759494,2.96203,2.25316,0
Wesley Davis,Guard,4,75,185,30,25.1333,7.30833,2.525,1.51667,1.575,0.175,1.225,2.24167,0
Assana Sene,Center,1,84,234,22,17.3182,2.54545,4.59091,0.272727,0,1.59091,0.818182,2.77273,0
CJ Wilcox,Guard,4,77,195,26.2,28.3282,14.3511,3.36641,1.63359,0.854962,0.748092,1.35878,1.9084,0
Lorenzo Williams,Guard,1,73,165,12.5,29.76,9.68,2.72,5.16,1.44,0,2.68,1.6,0
Kyan Anderson,Guard,4,71,175,32.25,31.9845,12.5891,1.7907,3.72093,1.30233,0.0542636,2.54264,1.71318,0
Todd Sowell,Forward,2,79,235,26,29.5769,13.1346,9.53846,1.01923,0.846154,2.07692,2.55769,2.94231,0
Calvin Godfrey,Forward,2,80,233,31,20.5161,8.77419,6.19355,0.580645,0.516129,1.17742,1.16129,2.56452,0
Julysses Nobles,Guard,4,73,200,30.5,26.6639,9.32787,3.01639,3.08197,1.32787,0.114754,2.31148,2.37705,0
Raijon Kelly,Guard,3,76,175,31.3333,29.4149,11.2021,2.57447,3.21277,0.819149,0.0851064,2.25532,2.25532,0
Darrin Shine,Point,0,70,170,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Jonathon Thompson,Guard,4,76,190,32,27.1328,7.4375,2.97656,2.90625,1.07812,0.40625,1.63281,1.71094,0
Martin Hermannsson,Guard,2,75,170,30.5,33.7377,13.1967,4.08197,4.03279,1.34426,0.213115,2.31148,2.42623,0
Pe'Shon Howard,Guard,4,75,190,28.5,24.8421,6.32456,2.51754,3.59649,0.947368,0.0701754,2.21053,1.46491,0
Acie Law,Guard,1,75,202,16,34.625,18.6562,3.4375,5,1.15625,0.03125,2.5,2.375,1
D.J. Augustin,Guard,2,72,180,33,36.8788,17.4545,2.98485,6.09091,1.33333,0.0454545,3,1.90909,1
Rashawn Thomas,Forward,4,80,230,31.25,27.8,16.248,7.688,1.392,0.952,1.736,3.048,3.472,0
Eugene Lawrence,Guard,2,73,208,28,30.9464,7.58929,3.42857,4.625,1.71429,0.125,3.17857,2.46429,0
Jordan Williams,Forward,2,82,260,33,28.6364,13.2273,10.1818,0.424242,0.712121,1.16667,1.27273,2.57576,1
Christian Kabongo,Guard,1,76,200,16.5,25.9091,8.90909,2.90909,2.48485,0.787879,0.121212,2.48485,1.93939,0
Ramell Taylor,Small,0,77,190,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Desmar Jackson,Guard,4,77,180,25,28.36,15.072,4.544,2.008,1.944,0.448,2.952,2.856,0
Al Nolen,Guard,4,73,188,23.25,25.0645,5.83871,2.96774,3.91398,2.04301,0.107527,1.78495,1.95699,0
Stephen Nwaukoni,Forward,4,80,240,29.75,19.2017,4.84034,6.32773,0.294118,0.302521,0.319328,1.17647,2.31933,0
Drew Williamson,Point,0,72,185,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Will Bynum,Guard,2,75,180,27.5,29.1091,10.2364,3.8,2.32727,2.12727,0.381818,2.25455,2.03636,0
Nick Schneiders,Center,3,87,250,27.3333,24.2195,9.03658,5.79268,0.731707,0.390244,2.20732,2.06098,2.64634,0
Chris Flores,Guard,4,74,195,30.5,30.541,14.1475,3.86066,2.70492,1.7377,0.204918,2.17213,2.35246,0
Rob Quaintance,Guard,1,76,185,29,35.1724,6.68966,2.58621,5.62069,2.48276,0.206897,4.06897,2.37931,0
Emmanuel Mayben,Guard,1,75,180,30,32.9333,11.3667,4.03333,4.53333,1.1,0.266667,3.3,3.06667,0
Ryan Schneider,Forward,2,79,200,29.5,25.2034,10.7966,5.49153,0.915254,0.881356,0.491525,1.49153,1.28814,0
Jarnell Stokes,Forward,3,81,263,29,29.7241,12.977,9.60919,1.48276,0.747126,1.08046,2.06897,2.18391,1
Reuben Clayton,Guard,3,75,180,29.6667,25.9213,9.86517,2.98876,1.82022,1.30337,0.325843,2.05618,2.55056,0
Ty Walker,Center,4,84,230,17,15.5294,3.26471,3.27941,0.411765,0.411765,2.11765,0.676471,0.911765,0
JaJuan Smith,Guard,2,74,195,32,28.6406,14.6875,4.26562,1.75,1.75,0.140625,1.76562,2.59375,0
Dominique Sutton,Forward,4,77,212,23.6,24.5763,9.08475,5.54237,1.42373,1.38136,0.279661,1.72034,2.80508,0
James Hughes,Center,1,83,217,14.5,26.7586,11.8966,6.06897,0.275862,0.448276,2.13793,1.55172,2.17241,0
Ben Bentil,Forward,2,81,235,34.5,28.029,13.8261,6.27536,0.884058,0.565217,0.695652,1.55072,2.69565,1
Calvin Williams,Power,0,79,200,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Alex Barlow,Guard,4,71,187,28.75,25.487,5.18261,3.12174,2.38261,1.62609,0.156522,1.26957,2.65217,0
Earl Brown,Forward,4,78,206,28.75,29.6435,11.9391,6.88696,1.48696,0.817391,0.913043,2.53913,2.0087,0
Kris Richard,Guard,4,77,178,29,27.1638,9.41379,3.98276,1.88793,1.57759,0.413793,1.84483,2.2931,0
Jheryl Wilson,Guard,4,75,190,27,32.213,12.1944,4.37037,2.39815,1.10185,0.111111,2.92593,1.9537,0
Troy Huff,Guard,4,77,174,31.25,28.72,16.024,5.976,1.344,1.816,0.344,2.168,1.64,0
T.J. Cline,Forward,4,81,230,27,26.5111,14.1556,5.33333,2.94815,0.718518,0.162963,1.85185,2.59259,0
Ivan Radenovic,Forward,1,82,240,14.5,34.6552,15,7.82759,2,0.896552,0.62069,2.2069,2.31034,0
Brian Qvale,Center,4,83,260,27.5,23.6364,9.07273,6.27273,0.672727,0.436364,2.12727,1.26364,2.64545,0
Ella Ellis,Forward,4,79,195,30,24.6,13.2083,3.88333,1.325,0.625,0.375,1.71667,2.04167,0
Isiah Umipig,Guard,4,73,195,31.25,30.312,14.376,2.504,2.488,0.952,0.016,2.176,2.224,0
Rodney Pryor,Guard,2,77,205,33.5,30.9254,16.7612,4.85075,1.53731,0.985075,0.492537,1.56716,2.26866,0
Jonathan Holton,Forward,3,79,220,24.25,24.268,8.79381,7.12371,1.20619,1.01031,0.752577,1.64948,3.15464,0
Adam Walker,Forward,3,80,205,17.75,24.3944,5.60563,5.23944,1.32394,0.394366,1.14085,1.83099,2.26761,0
Erik Copes,Forward,4,80,240,22.5,20.4,4.66667,5.1,0.322222,0.344444,1.35556,1.12222,2.87778,0
Alex Davis,Forward,2,81,210,31.5,24.619,5.46032,3.79365,0.619048,0.603175,1.49206,1.50794,3.4127,0
Mike Myers,Forward,1,80,235,16.5,26.3939,15.7576,7.0303,1.36364,1.18182,0.363636,3.18182,3.36364,0
Marcus Thornton,Guard,2,76,205,30,33.2667,20.9833,5.78333,1.78333,1.51667,0.333333,2.05,2.03333,1
Kendrick Perry,Guard,4,72,175,30.75,34.0163,16.187,4.11382,4.10569,2,0.292683,1.94309,2.4878,0
Marcus Thornton,Guard,4,76,185,31.75,34.0787,17.1496,2.55118,2.4252,0.724409,0.244094,2.55118,1.49606,0
Venky Jois,Forward,4,80,230,30.5,32.1885,14.7623,8.31967,2.2623,0.991803,1.96721,2.46721,2.45082,0
Michael Porrini,Guard,3,74,200,26.6667,31,9.7125,4.8125,4.25,1.725,0.425,2.95,2.45,0
